filename,url,madoc_identifier,title,creators,year,citation
l%C3%B6rch-huovinen-2024-fostering-composer-voice-in-tertiary-teaching-of-contemporary-music-composition.pdf,https://madoc.bib.uni-mannheim.de/67357/1/l%C3%B6rch-huovinen-2024-fostering-composer-voice-in-tertiary-teaching-of-contemporary-music-composition.pdf,https://madoc.bib.uni-mannheim.de/67357/,Fostering composer voice in tertiary teaching of contemporary music composition,"Lörch, Lucas; Huovinen, Erkki",2025,"Lörch, Lucas; Huovinen, Erkki (2025) “Fostering composer voice in tertiary teaching of contemporary music composition.” https://madoc.bib.uni-mannheim.de/67357/"
lab.24048.bar.pdf,https://madoc.bib.uni-mannheim.de/70020/1/lab.24048.bar.pdf,https://madoc.bib.uni-mannheim.de/70020/,Priming motion events in Italian heritage language speakers: Agents and mechanisms of language change,"Baroncini, Ioli; Michelotti, Anna; Engemann, Helen",2025,"Baroncini, Ioli; Michelotti, Anna; Engemann, Helen (2025) “Priming motion events in Italian heritage language speakers: Agents and mechanisms of language change.” https://madoc.bib.uni-mannheim.de/70020/"
lab.24055.jac.pdf,https://madoc.bib.uni-mannheim.de/70707/1/lab.24055.jac.pdf,https://madoc.bib.uni-mannheim.de/70707/,The role of cross-linguistic structural priming in contact-induced language change : Ungrammatical comparative priming in Turkish–German bilinguals,"Jacob, Gunnar; Ilen, Hanife; Engemann, Helen",2025,"Jacob, Gunnar; Ilen, Hanife; Engemann, Helen (2025) “The role of cross-linguistic structural priming in contact-induced language change : Ungrammatical comparative priming in Turkish–German bilinguals.” https://madoc.bib.uni-mannheim.de/70707/"
landesvatter-bauer-2024-how-valid-are-trust-survey-measures-new-insights-from-open-ended-probing-data-and-supervised.pdf,https://madoc.bib.uni-mannheim.de/66949/1/landesvatter-bauer-2024-how-valid-are-trust-survey-measures-new-insights-from-open-ended-probing-data-and-supervised.pdf,https://madoc.bib.uni-mannheim.de/66949/,How valid are trust survey measures? New insights from open-ended probing data and supervised machine learning,"Landesvatter, Camille; Bauer, Paul C.",2025,"Landesvatter, Camille; Bauer, Paul C. (2025) “How valid are trust survey measures? New insights from open-ended probing data and supervised machine learning.” https://madoc.bib.uni-mannheim.de/66949/"
language-and-structure-activation-explain-cross-linguistic-influence-in-bilingual-language-production-evidence-from-within-and-across-language-priming.pdf,https://madoc.bib.uni-mannheim.de/69909/1/language-and-structure-activation-explain-cross-linguistic-influence-in-bilingual-language-production-evidence-from-within-and-across-language-priming.pdf,https://madoc.bib.uni-mannheim.de/69909/,Language and structure activation explain cross-linguistic influence in bilingual language production: Evidence from within- and across-language priming,"Baroncini, Ioli; Torregrossa, Jacopo",2025,"Baroncini, Ioli; Torregrossa, Jacopo (2025) “Language and structure activation explain cross-linguistic influence in bilingual language production: Evidence from within- and across-language priming.” https://madoc.bib.uni-mannheim.de/69909/"
languages-08-00264.pdf,https://madoc.bib.uni-mannheim.de/65774/1/languages-08-00264.pdf,https://madoc.bib.uni-mannheim.de/65774/,Abstract priming and the lexical boost effect across development in a structurally biased language,"Kholodova, Alina; Peter, Michelle; Rowland, Caroline F.; Jacob, Gunnar; Allen, Shanley E. M.",2023,"Kholodova, Alina; Peter, Michelle; Rowland, Caroline F.; Jacob, Gunnar; Allen, Shanley E. M. (2023) “Abstract priming and the lexical boost effect across development in a structurally biased language.” https://madoc.bib.uni-mannheim.de/65774/"
languages-09-00310.pdf,https://madoc.bib.uni-mannheim.de/67853/1/languages-09-00310.pdf,https://madoc.bib.uni-mannheim.de/67853/,Cognate facilitation in child third language learners in a multilingual setting,"Engemann, Helen; Radetzky, Stefanie",2024,"Engemann, Helen; Radetzky, Stefanie (2024) “Cognate facilitation in child third language learners in a multilingual setting.” https://madoc.bib.uni-mannheim.de/67853/"
lanz-et-al-2024-buying-future-endorsements-from-prospective-influencers-on-user-generated-content-platforms.pdf,https://madoc.bib.uni-mannheim.de/67034/1/lanz-et-al-2024-buying-future-endorsements-from-prospective-influencers-on-user-generated-content-platforms.pdf,https://madoc.bib.uni-mannheim.de/67034/,Buying future endorsements from prospective influencers on user-generated content platforms,"Lanz, Andreas; Goldenberg, Jacob; Shapira, Daniel; Stahl, Florian",2024,"Lanz, Andreas; Goldenberg, Jacob; Shapira, Daniel; Stahl, Florian (2024) “Buying future endorsements from prospective influencers on user-generated content platforms.” https://madoc.bib.uni-mannheim.de/67034/"
lattmann-schweizer-2026-how-occupation-shapes-awareness-and-preferences-for-european-funding.pdf,https://madoc.bib.uni-mannheim.de/72028/1/lattmann-schweizer-2026-how-occupation-shapes-awareness-and-preferences-for-european-funding.pdf,https://madoc.bib.uni-mannheim.de/72028/,How occupation shapes awareness and preferences for European funding,"Lattmann, Johannes; Schweizer, David",2026,"Lattmann, Johannes; Schweizer, David (2026) “How occupation shapes awareness and preferences for European funding.” https://madoc.bib.uni-mannheim.de/72028/"
ldm46182-1830157_12054.pdf,https://madoc.bib.uni-mannheim.de/65273/1/ldm46182-1830157_12054.pdf,https://madoc.bib.uni-mannheim.de/65273/,Le curé et la photographe – une controverse sur le mal dans À son image de Jérôme Ferrari,"Kuschel, Daniela",2021,"Kuschel, Daniela (2021) “Le curé et la photographe – une controverse sur le mal dans À son image de Jérôme Ferrari.” https://madoc.bib.uni-mannheim.de/65273/"
ldm47186-1870172_12103.pdf,https://madoc.bib.uni-mannheim.de/68143/1/ldm47186-1870172_12103.pdf,https://madoc.bib.uni-mannheim.de/68143/,Les „fêlures généalogiques“. La transmission de la violence chez Wajdi Mouawad et Camille de Toledo,"Ruhe, Cornelia",2023,"Ruhe, Cornelia (2023) “Les „fêlures généalogiques“. La transmission de la violence chez Wajdi Mouawad et Camille de Toledo.” https://madoc.bib.uni-mannheim.de/68143/"
learning-at-home-and-abroad-how-competition-conditions-the-diffusion-of-party-strategies.pdf,https://madoc.bib.uni-mannheim.de/57770/1/learning-at-home-and-abroad-how-competition-conditions-the-diffusion-of-party-strategies.pdf,https://madoc.bib.uni-mannheim.de/57770/,Learning at home and abroad: How competition conditions the diffusion of party strategies,"Juhl, Sebastian; Williams, Laron K.",2022,"Juhl, Sebastian; Williams, Laron K. (2022) “Learning at home and abroad: How competition conditions the diffusion of party strategies.” https://madoc.bib.uni-mannheim.de/57770/"
legislators-emotional-engagement-with-womens-issues-gendered-patterns-of-vocal-pitch-in-the-german-bundestag.pdf,https://madoc.bib.uni-mannheim.de/64938/1/legislators-emotional-engagement-with-womens-issues-gendered-patterns-of-vocal-pitch-in-the-german-bundestag.pdf,https://madoc.bib.uni-mannheim.de/64938/,Legislators' emotional engagement with women's issues: Gendered patterns of vocal pitch in the German Bundestag,"Rittmann, Oliver",2024,"Rittmann, Oliver (2024) “Legislators' emotional engagement with women's issues: Gendered patterns of vocal pitch in the German Bundestag.” https://madoc.bib.uni-mannheim.de/64938/"
leipold-et-al-2024-detecting-respondent-burden-in-online-surveys-how-different-sources-of-question-difficulty-influence-1.pdf,https://madoc.bib.uni-mannheim.de/67147/1/leipold-et-al-2024-detecting-respondent-burden-in-online-surveys-how-different-sources-of-question-difficulty-influence-1.pdf,https://madoc.bib.uni-mannheim.de/67147/,Detecting respondent burden in online surveys: How different sources of question difficulty influence cursor movements,"Leipold, Franziska M.; Kieslich, Pascal J.; Henninger, Felix; Fernández-Fontelo, Amanda; Greven, Sonja; Kreuter, Frauke",2025,"Leipold, Franziska M.; Kieslich, Pascal J.; Henninger, Felix; Fernández-Fontelo, Amanda; Greven, Sonja; Kreuter, Frauke (2025) “Detecting respondent burden in online surveys: How different sources of question difficulty influence cursor movements.” https://madoc.bib.uni-mannheim.de/67147/"
lgb-identity-and-its-implications-for-the-policy-positions-of-parliamentary-candidates.pdf,https://madoc.bib.uni-mannheim.de/66736/1/lgb-identity-and-its-implications-for-the-policy-positions-of-parliamentary-candidates.pdf,https://madoc.bib.uni-mannheim.de/66736/,LGB+ identity and its implications for the policy positions of parliamentary candidates,"Debus, Marc; Wurthmann, L. Constantin",2024,"Debus, Marc; Wurthmann, L. Constantin (2024) “LGB+ identity and its implications for the policy positions of parliamentary candidates.” https://madoc.bib.uni-mannheim.de/66736/"
liberal-democratic-values-among-immigrants-in-europe-socialisation-and-adaptation-processes.pdf,https://madoc.bib.uni-mannheim.de/71139/1/liberal-democratic-values-among-immigrants-in-europe-socialisation-and-adaptation-processes.pdf,https://madoc.bib.uni-mannheim.de/71139/,Liberal democratic values among immigrants in Europe: Socialisation and adaptation processes,"Gülzau, Fabian; Helbling, Marc; Morgenstern, Sandra",2025,"Gülzau, Fabian; Helbling, Marc; Morgenstern, Sandra (2025) “Liberal democratic values among immigrants in Europe: Socialisation and adaptation processes.” https://madoc.bib.uni-mannheim.de/71139/"
libreas%2F29%2Fkim-thimotheus-chang-wae-50%2FPDF%2Fkim.pdf,,,,,,
lin-osnabr%C3%BCgge-2018-making-comprehensible-speeches-when-your-constituents-need-it.pdf,https://madoc.bib.uni-mannheim.de/72172/1/lin-osnabr%C3%BCgge-2018-making-comprehensible-speeches-when-your-constituents-need-it.pdf,https://madoc.bib.uni-mannheim.de/72172/,Making comprehensible speeches when your constituents need it,"Lin, Nick; Osnabrügge, Moritz",2018,"Lin, Nick; Osnabrügge, Moritz (2018) “Making comprehensible speeches when your constituents need it.” https://madoc.bib.uni-mannheim.de/72172/"
linguistic-variation-in-the-interpretation-and-production-of-italian-motion-event-constructions-in-younger-and-older-adults-evidence-for-language-change.pdf,https://madoc.bib.uni-mannheim.de/68833/1/linguistic-variation-in-the-interpretation-and-production-of-italian-motion-event-constructions-in-younger-and-older-adults-evidence-for-language-change.pdf,https://madoc.bib.uni-mannheim.de/68833/,Linguistic variation in the interpretation and production of Italian motion event constructions in younger and older adults: evidence for language change?,"Michelotti, Anna; Baroncini, Ioli; Engemann, Helen",2025,"Michelotti, Anna; Baroncini, Ioli; Engemann, Helen (2025) “Linguistic variation in the interpretation and production of Italian motion event constructions in younger and older adults: evidence for language change?.” https://madoc.bib.uni-mannheim.de/68833/"
loan-verb-accommodation-a-comparison-of-old-norse-and-french-in-middle-english.pdf,https://madoc.bib.uni-mannheim.de/67857/1/loan-verb-accommodation-a-comparison-of-old-norse-and-french-in-middle-english.pdf,https://madoc.bib.uni-mannheim.de/67857/,Loan verb accommodation: a comparison of Old Norse and French in Middle English,"Elter, Wiebke Juliane; Shaw, Marlieke",2025,"Elter, Wiebke Juliane; Shaw, Marlieke (2025) “Loan verb accommodation: a comparison of Old Norse and French in Middle English.” https://madoc.bib.uni-mannheim.de/67857/"
lob-et-al-2022-unpacking-the-determinants-of-outrage-and-recognition-in-public-discourse-insights-across-socio-cultural.pdf,https://madoc.bib.uni-mannheim.de/62224/1/lob-et-al-2022-unpacking-the-determinants-of-outrage-and-recognition-in-public-discourse-insights-across-socio-cultural.pdf,https://madoc.bib.uni-mannheim.de/62224/,"Unpacking the determinants of outrage and recognition in public discourse: Insights across socio-cultural divides, political systems, and media types","Löb, Charlotte; Rinke, Eike Mark; Weinmann, Carina; Wessler, Hartmut",2024,"Löb, Charlotte; Rinke, Eike Mark; Weinmann, Carina; Wessler, Hartmut (2024) “Unpacking the determinants of outrage and recognition in public discourse: Insights across socio-cultural divides, political systems, and media types.” https://madoc.bib.uni-mannheim.de/62224/"
location-matters-geospatial-dynamics-of-mp-responses-to-covid-19-protests-in-multilevel-systems.pdf,https://madoc.bib.uni-mannheim.de/67500/1/location-matters-geospatial-dynamics-of-mp-responses-to-covid-19-protests-in-multilevel-systems.pdf,https://madoc.bib.uni-mannheim.de/67500/,Location matters! Geospatial dynamics of MP responses to Covid-19 protests in multilevel systems,"Schürmann, Lennart; Schwalbach, Jan; Himmelrath, Noam",2025,"Schürmann, Lennart; Schwalbach, Jan; Himmelrath, Noam (2025) “Location matters! Geospatial dynamics of MP responses to Covid-19 protests in multilevel systems.” https://madoc.bib.uni-mannheim.de/67500/"
lorenz-et-al-2023-non-native-accents-among-school-beginners-and-teacher-expectations-for-future-student-achievements-2.pdf,https://madoc.bib.uni-mannheim.de/65772/1/lorenz-et-al-2023-non-native-accents-among-school-beginners-and-teacher-expectations-for-future-student-achievements-2.pdf,https://madoc.bib.uni-mannheim.de/65772/,Non-native accents among school beginners and teacher expectations for future student achievements,"Lorenz, Georg; Kogan, Irena; Gentrup, Sarah; Kristen, Cornelia",2024,"Lorenz, Georg; Kogan, Irena; Gentrup, Sarah; Kristen, Cornelia (2024) “Non-native accents among school beginners and teacher expectations for future student achievements.” https://madoc.bib.uni-mannheim.de/65772/"
lsq.12327.pdf,https://madoc.bib.uni-mannheim.de/60959/1/lsq.12327.pdf,https://madoc.bib.uni-mannheim.de/60959/,Temporal Strategies: Governments alter the pace of legislation in bicameralism depending on electoral expectations,"Garwe, Christoph; Engst, Benjamin G.; Stawicki, Yannick G.; Hönnige, Christoph",2022,"Garwe, Christoph; Engst, Benjamin G.; Stawicki, Yannick G.; Hönnige, Christoph (2022) “Temporal Strategies: Governments alter the pace of legislation in bicameralism depending on electoral expectations.” https://madoc.bib.uni-mannheim.de/60959/"
ludwig-et-al-2023-divided-by-the-algorithm-the-limited-effects-of-content-and-sentiment-based-news-recommendation-on.pdf,https://madoc.bib.uni-mannheim.de/63837/1/ludwig-et-al-2023-divided-by-the-algorithm-the-limited-effects-of-content-and-sentiment-based-news-recommendation-on.pdf,https://madoc.bib.uni-mannheim.de/63837/,"Divided by the algorithm? The (limited) effects of content- and sentiment-based news recommendation on affective, ideological, and perceived polarization","Ludwig, Katharina; Grote, Alexander; Iana, Andreea; Alam, Mehwish; Paulheim, Heiko; Sack, Harald; Weinhardt, Christof; Müller, Philipp",2023,"Ludwig, Katharina; Grote, Alexander; Iana, Andreea; Alam, Mehwish; Paulheim, Heiko; Sack, Harald; Weinhardt, Christof; Müller, Philipp (2023) “Divided by the algorithm? The (limited) effects of content- and sentiment-based news recommendation on affective, ideological, and perceived polarization.” https://madoc.bib.uni-mannheim.de/63837/"
lutz-et-al-2025-navigating-social-pressure-to-be-available-the-roles-of-mindfulness-and-need-experiences-in-messenger.pdf,https://madoc.bib.uni-mannheim.de/70966/1/lutz-et-al-2025-navigating-social-pressure-to-be-available-the-roles-of-mindfulness-and-need-experiences-in-messenger.pdf,https://madoc.bib.uni-mannheim.de/70966/,Navigating social pressure to be available: The roles of mindfulness and need experiences in messenger users’ well-/ill-being,"Lutz, Sarah; Schneider, Frank M.; Halfmann, Annabell; Freytag, Anna; Hefner, Dorothée",2025,"Lutz, Sarah; Schneider, Frank M.; Halfmann, Annabell; Freytag, Anna; Hefner, Dorothée (2025) “Navigating social pressure to be available: The roles of mindfulness and need experiences in messenger users’ well-/ill-being.” https://madoc.bib.uni-mannheim.de/70966/"
m%C3%BCller-et-al-2026-priming-effects-of-emotion-based-group-stigmatization-in-the-news.pdf,https://madoc.bib.uni-mannheim.de/72094/1/m%C3%BCller-et-al-2026-priming-effects-of-emotion-based-group-stigmatization-in-the-news.pdf,https://madoc.bib.uni-mannheim.de/72094/,Priming effects of emotion-based group stigmatization in the news : evidence from a multi-stimulus experiment,"Müller, Philipp; Ludwig, Katharina; Freudenthaler, Rainer",2026,"Müller, Philipp; Ludwig, Katharina; Freudenthaler, Rainer (2026) “Priming effects of emotion-based group stigmatization in the news : evidence from a multi-stimulus experiment.” https://madoc.bib.uni-mannheim.de/72094/"
